;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
77;15015120;UNIVERSIDAD TECNOLOGICA  - AUT;SANTA MARTA;MAGDALENA;CARIBE - GUAJIRA;11.22305556;-74.18591667;2007-08-14 11:00:00;2022-05-26 23:00:00;60.0;60.0;(90078, 3);1187.7;422.0;992.0986234152609;39.83342812172744;1006.8
78;17015010;APTO SESQUICENTENARIO TX GPRS;SAN ANDRÉS;SAN ANDRÉS PROVIDENCIA;ISLAS CARIBE;12.542;-81.731;2014-06-27 12:00:00;2022-05-26 23:00:00;60.0;60.0;(49547, 3);1026.5;499.5;1009.0795184370525;25.78368173076027;1011.9
79;35035100;ICA VILLAVICENCIO  - AUT;VILLAVICENCIO;META;META;4.137388889;-73.625;2007-03-15 09:00:00;2022-05-26 23:00:00;480.0;60.0;(109708, 3);1157.9;446.5;963.3833749589962;6.401838955868583;963.3
80;11105020;CARMEN DARIEN;CARMEN DEL DARIÉN  (CURBARADÓ);CHOCÓ;ATRATO - DARIÉN;7.154;-76.977;2005-08-31 12:00:00;2019-07-29 07:00:00;60.0;60.0;(36894, 3);1099.9;559.4;1006.1595137420763;45.189002580694876;1009.3
81;35185010;LA PALOMERA - AUT;PUERTO LÓPEZ;META;META;4.260361111;-72.56447222;2005-08-23 18:00:00;2022-05-26 23:00:00;60.0;60.0;(109914, 3);1158.0;598.0;982.4137534799814;40.88948933939034;991.0
82;48015010;APTO VASQUEZ COBO TX GPRS/GOES;LETICIA;AMAZONAS;<nil>;-4.194;-69.941;2014-07-31 20:00:00;2018-10-11 14:00:00;60.0;60.0;(34595, 3);1009.9;500.1;998.5003873392121;36.20843714527454;1001.5
83;15015060;SAN LORENZO  - AUT;SANTA MARTA;MAGDALENA;CARIBE - GUAJIRA;11.11108333;-74.05469444;2019-03-05 15:00:00;2022-05-26 23:00:00;60.0;60.0;(21944, 3);783.2;774.9;779.0557327743393;1.1788206245809396;779.1
84;29015000;EL GUAMO - AUT;EL GUAMO;BOLIVAR;BAJO MAGDALENA;10.06444444;-74.85222222;2013-05-16 19:00:00;2022-02-13 05:00:00;60.0;60.0;(66766, 3);1015.0;607.6;973.6983464637678;101.55673296904175;1001.9
85;17017001;JHONNY CAY;SAN ANDRÉS;SAN ANDRÉS PROVIDENCIA;ISLAS CARIBE;12.599;-81.689;2012-10-02 11:00:00;2020-09-24 09:00:00;60.0;60.0;(34734, 3);1199.7;605.2;1008.9537743997228;24.08736534917107;1011.0
86;12015100;PISTA INDIRA - AUT;TURBO;ANTIOQUIA;CARIBE - LITORAL;7.94075;-76.69616667;2005-01-01 04:30:00;2020-05-10 12:00:00;15.0;60.0;(75678, 3);1030.8;557.5;1006.4299281164913;17.715971505052426;1006.9
